,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
472,Cidreira,BR,-30.1811,-50.2056,61.32,88,99,7.02,overcast clouds
473,Luderitz,NA,-26.6481,15.1594,56.12,87,3,4.18,clear sky
474,Hamina,FI,60.5697,27.1979,63.68,62,92,7.54,overcast clouds
475,Tura,IN,25.5198,90.2201,74.86,96,99,3.91,overcast clouds
476,Balkanabat,TM,39.5108,54.3671,94.66,22,73,2.04,broken clouds
477,Nemuro,JP,43.3236,145.575,66.96,99,99,3.22,overcast clouds
478,Bonavista,CA,48.6499,-53.1147,75.2,63,100,13.18,overcast clouds
479,Caravelas,BR,-17.7125,-39.2481,71.11,81,98,10.49,overcast clouds
480,Galveston,US,29.3669,-94.9669,91.18,86,75,8.05,thunderstorm with rain
481,Kandhla,IN,29.3167,77.2667,80.83,82,15,4.21,few clouds
482,Sorland,NO,67.667,12.6934,53.67,89,99,20.45,overcast clouds
483,Raga,SS,8.4596,25.678,72.07,91,44,4.7,scattered clouds
484,Dawson Creek,CA,55.7666,-120.2362,71.24,56,1,5.75,clear sky
485,Miri,MY,4.4148,114.0089,78.94,89,20,3.44,few clouds
486,Zhigansk,RU,66.7697,123.3711,58.37,55,49,3.62,scattered clouds
487,Durban,ZA,-29.8579,31.0292,67.01,79,0,6.82,clear sky
488,Lavrentiya,RU,65.5833,-171.0,55.0,79,91,12.84,overcast clouds
489,Terrak,NO,65.087,12.3715,57.22,64,88,0.43,overcast clouds
490,Svetlogorsk,BY,52.6333,29.7333,65.21,59,98,6.02,overcast clouds
491,Sattahip,TH,12.6664,100.9007,86.99,79,20,9.22,few clouds
492,Karpogory,RU,64.0019,44.4451,56.73,60,30,5.46,scattered clouds
493,Linhai,CN,28.85,121.1167,79.93,90,100,2.26,heavy intensity rain
494,Oksfjord,NO,70.2396,22.3479,53.67,85,82,7.29,light rain
495,Araguaina,BR,-7.1911,-48.2072,98.82,15,96,5.68,overcast clouds
496,Villamontes,BO,-21.25,-63.5,78.24,36,40,5.75,scattered clouds
497,Kiama,AU,-34.6833,150.8667,56.37,65,21,14.0,few clouds
498,Cabedelo,BR,-6.9811,-34.8339,75.87,76,80,13.71,broken clouds
499,Pekan,MY,3.4836,103.3996,78.91,82,60,5.84,broken clouds
500,Mayma,RU,52.0197,85.9114,59.67,83,30,5.53,scattered clouds
501,Marsh Harbour,BS,26.5412,-77.0636,84.24,69,100,12.37,overcast clouds
502,Aykhal,RU,66.0,111.5,58.33,49,8,8.9,clear sky
503,Tortoli,IT,39.9256,9.6572,90.99,89,0,2.3,clear sky
504,Isiolo,KE,0.3546,37.5822,69.4,61,57,18.61,broken clouds
505,Bilma,NE,18.6853,12.9164,98.74,27,35,9.95,scattered clouds
506,Mananjary,MG,-21.2167,48.3333,67.06,80,84,9.26,broken clouds
507,Tanout,NE,14.9709,8.8879,95.38,29,98,8.1,overcast clouds
508,Saint-Augustin,CA,51.226,-58.6502,71.15,44,43,16.78,scattered clouds
509,Nezhinka,RU,51.7676,55.3694,86.16,26,0,11.18,clear sky
510,Beloha,MG,-25.1667,45.05,64.44,76,0,13.27,clear sky
511,Shubarshi,KZ,48.5872,57.1869,85.78,26,96,2.21,overcast clouds
512,Aklavik,CA,68.2191,-135.0107,59.83,63,20,5.75,haze
513,Batagay,RU,67.6333,134.6333,46.0,60,51,4.47,broken clouds
514,Porkhov,RU,57.765,29.5561,60.69,78,87,2.13,overcast clouds
515,Suez,EG,29.9737,32.5263,90.88,27,0,6.49,clear sky
516,Qiongshan,CN,20.0058,110.3542,80.58,83,0,8.95,clear sky
517,Cuamba,MZ,-14.8031,36.5372,66.99,33,0,3.87,clear sky
518,Rocha,UY,-34.4833,-54.3333,63.09,57,14,5.48,few clouds
519,Leningradskiy,RU,69.3833,178.4167,38.5,95,99,3.6,overcast clouds
520,Kalmunai,LK,7.4167,81.8167,81.77,74,97,3.62,overcast clouds
521,Pangkalanbuun,ID,-2.6833,111.6167,74.91,97,91,1.86,overcast clouds
522,Plouzane,FR,48.3833,-4.6167,64.58,70,0,9.22,clear sky
523,Manggar,ID,-2.8833,108.2667,81.77,77,77,9.69,broken clouds
524,Maloy,NO,61.9353,5.1136,64.87,71,94,13.09,overcast clouds
525,Tabas,IR,33.5959,56.9244,92.82,10,17,9.48,few clouds
526,Elat,IL,29.5581,34.9482,98.44,19,20,5.75,few clouds
527,Camara De Lobos,PT,32.6333,-16.9667,79.72,79,40,16.11,scattered clouds
528,Bay Roberts,CA,47.5999,-53.2648,75.65,65,73,10.0,broken clouds
529,Fuyu,CN,45.1833,124.8167,68.9,94,56,13.98,broken clouds
530,Volchikha,RU,52.0333,80.3833,60.94,79,37,1.63,scattered clouds
531,Mapiripan,CO,2.8892,-72.1256,82.02,65,80,8.1,broken clouds
532,Sabang,ID,5.8933,95.3214,82.94,75,89,23.64,overcast clouds
533,Mumford,GH,5.2618,-0.759,76.96,87,57,13.42,broken clouds
534,Marmaris,TR,36.855,28.2742,98.55,47,0,4.36,clear sky
535,Tucuman,AR,-26.8241,-65.2226,69.8,37,19,2.3,few clouds
536,Tombouctou,ML,20.0,-3.0,108.63,15,36,8.81,scattered clouds
537,Ekibastuz,KZ,51.6667,75.3667,68.43,58,85,8.12,overcast clouds
538,Flinders,AU,-34.5833,150.8552,56.17,66,20,7.0,few clouds
539,Blackwater,AU,-23.5833,148.8833,48.33,49,1,7.99,clear sky
540,Nelson Bay,AU,-32.7167,152.15,53.76,72,1,3.0,clear sky
541,Yangcun,CN,39.3639,117.0603,79.0,95,63,4.74,broken clouds
542,Estevan,CA,49.1334,-102.9842,79.14,60,1,19.57,clear sky
543,Mana,GF,5.6592,-53.7767,84.83,66,16,5.55,few clouds
544,Ondjiva,AO,-17.0667,15.7333,68.13,22,3,5.37,clear sky
545,Camacha,PT,33.0833,-16.3333,72.82,78,75,12.66,broken clouds
546,Sheridan,US,44.8333,-106.9173,84.69,33,1,3.0,clear sky
547,Wanning,CN,18.8003,110.3967,80.69,86,100,8.63,overcast clouds
548,Yar-Sale,RU,66.8333,70.8333,61.52,70,20,4.03,few clouds
549,Blagoyevo,RU,63.3667,47.9167,55.47,76,51,5.12,broken clouds
550,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.97,82,86,12.53,overcast clouds
551,Domoni,KM,-12.2569,44.5319,75.78,75,22,2.77,few clouds
552,Fairbanks,US,64.8378,-147.7164,68.09,60,1,9.22,smoke
553,Evensk,RU,61.95,159.2333,43.54,71,98,8.84,overcast clouds
554,Breytovo,RU,58.2993,37.8617,59.47,64,57,4.9,broken clouds
555,Bafq,IR,31.6128,55.4107,92.93,12,73,8.7,broken clouds
556,Westerland,DE,54.9079,8.3033,67.01,63,0,9.22,clear sky
557,Yerbogachen,RU,61.2767,108.0108,57.22,83,76,5.23,broken clouds
558,Vallenar,CL,-28.5708,-70.7581,76.1,30,44,5.53,scattered clouds
559,Khandyga,RU,62.6667,135.6,52.59,42,0,2.98,clear sky
560,Namatanai,PG,-3.6667,152.4333,78.42,84,26,5.26,scattered clouds
561,Tongchuan,CN,35.0806,109.0897,80.38,52,91,1.34,overcast clouds
562,Shieli,KZ,44.1667,66.75,84.36,22,0,10.07,clear sky
563,Ha Giang,VN,22.8333,104.9833,79.66,78,98,3.42,overcast clouds
564,Ulaanbaatar,MN,47.9077,106.8832,48.33,87,40,2.24,scattered clouds
565,Miles City,US,46.4083,-105.8406,86.5,39,1,10.36,haze
566,Wuwei,CN,37.9281,102.6414,72.32,37,100,7.67,overcast clouds
567,Baharampur,IN,24.1,88.25,80.38,92,100,1.41,light rain
568,Nurota,UZ,40.5614,65.6886,86.09,18,63,14.76,broken clouds
569,Skelleftea,SE,64.7507,20.9528,66.99,42,40,1.01,scattered clouds
570,Coihaique,CL,-45.5752,-72.0662,45.21,75,0,3.44,clear sky
571,Komsomolskiy,UZ,40.4272,71.7189,86.72,19,65,18.41,broken clouds
572,Nuuk,GL,64.1835,-51.7216,57.81,62,40,5.75,scattered clouds
573,Sidney,AU,-33.8679,151.2073,50.95,70,0,5.99,clear sky
574,Varhaug,NO,58.6147,5.6457,62.78,70,37,5.82,scattered clouds
575,Chicama,PE,-7.8447,-79.1469,64.94,60,40,9.42,scattered clouds
576,Yanai,JP,33.9667,132.1167,82.62,94,38,1.19,scattered clouds
577,Nashville,US,36.1659,-86.7844,85.73,45,1,10.0,clear sky
578,Jawa,JO,31.8525,35.9393,86.31,29,0,11.5,haze
579,Thunder Bay,CA,48.4001,-89.3168,85.28,63,1,3.44,smoke
580,Severo-Yeniseyskiy,RU,60.3725,93.0408,58.32,78,78,2.62,broken clouds
581,Riyadh,SA,24.6877,46.7219,102.34,8,62,8.55,broken clouds
582,Araouane,ML,18.9048,-3.5265,101.25,23,54,10.36,broken clouds
583,Dabakala,CI,8.3667,-4.4333,79.65,82,100,3.71,light rain
584,Pouembout,NC,-21.1333,164.9,63.14,81,81,3.47,broken clouds
585,Mandla,IN,22.6,80.3833,73.87,93,97,4.03,overcast clouds
586,Antalaha,MG,-14.9003,50.2788,67.21,83,0,7.49,clear sky
587,Morondava,MG,-20.2833,44.2833,73.36,71,10,10.92,clear sky
588,Kralendijk,BQ,12.15,-68.2667,87.78,66,0,16.11,clear sky
589,Dodge City,US,37.7528,-100.0171,86.25,45,1,7.0,haze
590,Port Hawkesbury,CA,45.6169,-61.3485,78.91,63,1,9.22,clear sky
591,Juba,SS,4.8517,31.5825,77.25,67,13,3.22,few clouds
592,Markova,UA,48.6758,24.4138,69.39,77,71,3.65,broken clouds
593,Eatonton,US,33.3268,-83.3885,86.77,65,34,4.61,scattered clouds
594,Mosina,PL,52.2454,16.8471,70.34,64,20,1.14,few clouds
595,Hudson Bay,CA,52.85,-102.3842,70.27,72,95,8.52,overcast clouds
596,Ntcheu,MW,-14.8203,34.6359,58.35,43,0,3.13,clear sky
597,Huangpi,CN,30.8845,114.3779,84.31,89,0,4.47,clear sky
598,Berdigestyakh,RU,62.0989,126.6992,58.53,62,95,3.22,overcast clouds
599,Quesnel,CA,52.9999,-122.5029,68.5,64,1,3.44,clear sky
600,Gazli,UZ,40.1333,63.45,95.07,12,14,9.98,few clouds
601,Mpongwe,ZM,-13.5091,28.155,63.32,23,0,8.99,clear sky
602,Bull Savanna,JM,17.8868,-77.5902,85.96,54,33,14.72,scattered clouds
603,Dutlwe,BW,-23.9833,23.9,61.52,29,0,7.25,clear sky
604,Taitung,TW,22.7583,121.1444,79.57,91,100,8.01,overcast clouds
605,Chesma,RU,53.8111,60.6533,68.02,69,83,12.5,broken clouds
606,Sandakan,MY,5.8402,118.1179,78.48,88,20,5.01,few clouds
607,Qui Nhon,VN,13.7667,109.2333,85.03,69,100,15.01,overcast clouds
608,Acari,PE,-15.4311,-74.6158,78.82,46,24,8.95,few clouds
609,Bontang,ID,0.1333,117.5,76.87,91,55,7.58,broken clouds
610,Phu Ly,VN,20.5411,105.9139,81.48,81,98,2.48,overcast clouds
611,Solnechnyy,RU,50.7214,136.6319,53.19,98,100,3.62,overcast clouds
612,Raudeberg,NO,61.9875,5.1352,64.0,71,94,13.89,overcast clouds
613,Novaya Bryan,RU,51.7159,108.2691,56.17,85,19,5.03,few clouds
614,Lodja,CD,-3.4833,23.4333,87.26,24,70,1.14,broken clouds
615,Borogontsy,RU,62.6683,131.1683,58.32,53,2,3.67,clear sky
616,Guerrero Negro,MX,27.9769,-114.0611,82.0,51,3,6.69,clear sky
617,Lata,PT,40.1629,-8.3327,83.05,61,23,11.07,few clouds
618,Port Hedland,AU,-20.3167,118.5667,71.65,17,40,12.66,scattered clouds
619,La Ronge,CA,55.1001,-105.2842,71.82,64,90,5.75,smoke
620,Tongzi,CN,28.7829,105.0877,79.52,78,33,3.11,scattered clouds
621,Herat,AF,34.5,62.0,84.92,16,0,22.88,clear sky
622,Broken Hill,AU,-31.95,141.4333,46.11,87,40,8.05,scattered clouds
623,Alta Floresta,BR,-9.8756,-56.0861,96.62,24,0,9.22,clear sky
624,Weihai,CN,37.5017,122.1136,76.73,93,37,10.42,scattered clouds
625,Berlevag,NO,70.8578,29.0864,48.2,87,75,32.21,broken clouds
626,Nikolsk,RU,53.7189,46.0712,62.04,79,39,5.79,scattered clouds
627,Paamiut,GL,61.994,-49.6678,45.72,89,100,5.73,light rain
628,Guilin,CN,25.2819,110.2864,80.71,76,88,3.24,overcast clouds
629,Hanmer Springs,NZ,-42.5167,172.8167,39.83,86,100,4.7,overcast clouds
630,Nantucket,US,41.2835,-70.0995,72.01,86,75,6.91,moderate rain
631,Tambura,SS,5.6,27.4667,69.87,93,70,2.01,light rain
632,Sosnovo-Ozerskoye,RU,52.5249,111.5418,51.55,82,65,5.61,broken clouds
633,Yangambi,CD,0.8102,24.4336,75.78,66,21,2.57,few clouds
634,Lerik,AZ,38.7726,48.4128,72.32,40,0,3.11,clear sky
635,Great Yarmouth,GB,52.6083,1.7305,69.35,70,0,8.25,clear sky
636,Half Moon Bay,US,37.4636,-122.4286,76.82,74,40,4.61,scattered clouds
637,Manta,EC,-0.95,-80.7333,78.58,73,75,13.8,broken clouds
638,Srednekolymsk,RU,67.45,153.6833,37.38,94,100,6.08,overcast clouds
639,Tawala,PH,9.5542,123.7696,83.75,76,100,11.92,overcast clouds
640,Solano,US,38.2333,-121.9511,80.71,43,1,23.02,clear sky
641,Prince Rupert,CA,54.3161,-130.3201,64.49,91,90,12.66,light rain
642,Kurilsk,RU,45.2333,147.8833,59.16,96,100,8.68,moderate rain
643,Senanga,ZM,-16.1167,23.2667,65.88,21,0,6.78,clear sky
644,Husavik,IS,66.0449,-17.3389,57.11,78,65,6.29,broken clouds
645,Lidzbark Warminski,PL,54.1259,20.5795,59.0,81,100,4.03,overcast clouds
646,Sibu,MY,2.3,111.8167,75.51,94,40,3.44,scattered clouds
647,Antsirabe,MG,-19.85,47.0333,50.63,95,67,4.94,broken clouds
648,Pirapozinho,BR,-22.2753,-51.5,71.08,35,0,10.36,clear sky
649,Puerto Escondido,MX,15.85,-97.0667,85.03,65,75,11.5,broken clouds
650,Marfino,RU,55.7028,37.3822,62.87,67,0,4.47,clear sky
651,Bathsheba,BB,13.2167,-59.5167,88.41,62,40,18.41,scattered clouds
652,Atmakur,IN,15.8833,78.5833,80.89,68,100,15.17,overcast clouds
653,Kieta,PG,-6.2167,155.6333,77.54,85,22,4.5,few clouds
654,Kaminskiy,RU,57.1516,41.4732,61.59,54,22,5.66,few clouds
655,Taltal,CL,-25.4,-70.4833,64.54,61,2,7.18,clear sky
656,Norheimsund,NO,60.3709,6.1456,65.16,65,85,3.8,overcast clouds
657,Parana,AR,-31.732,-60.5238,72.55,32,1,7.14,clear sky
658,Vilcun,CL,-38.65,-72.2333,57.94,47,22,4.68,few clouds
659,Shipunovo,RU,52.1582,82.2173,59.43,81,62,1.79,broken clouds
660,Saint-Marc,HT,19.1082,-72.6938,86.22,57,99,5.95,overcast clouds
661,Sonderso,DK,55.4853,10.2554,68.58,64,6,5.46,clear sky
662,Tefe,BR,-3.3542,-64.7114,87.91,66,20,6.91,few clouds
663,Tautira,PF,-17.7333,-149.15,78.82,77,62,14.76,broken clouds
664,Naryan-Mar,RU,67.6713,53.087,66.27,64,77,8.55,broken clouds
665,Ambagarh Chauki,IN,20.7833,80.7167,76.75,86,100,8.63,overcast clouds
666,Dunkwa,GH,5.9656,-1.78,75.87,90,95,4.21,light rain
667,Ust-Nera,RU,64.5667,143.2,45.27,64,20,5.3,few clouds
668,Harper,LR,4.375,-7.7169,77.74,83,82,11.81,broken clouds
669,Goianesia,BR,-15.3175,-49.1175,89.64,19,84,1.99,broken clouds
670,Echternach,LU,49.8056,6.4222,68.61,81,58,3.02,broken clouds
671,Tambun,ID,-6.2641,107.0712,80.47,88,20,3.24,few clouds
672,Okitipupa,NG,6.5047,4.7839,75.92,88,100,4.63,overcast clouds
673,Quelimane,MZ,-17.8786,36.8883,71.55,73,0,5.01,clear sky
674,Lewistown,US,40.5992,-77.5714,84.18,43,98,4.61,overcast clouds
675,Buriti Bravo,BR,-5.8372,-43.8336,96.67,21,46,5.95,scattered clouds
676,The Valley,AI,18.217,-63.0578,85.82,74,20,11.5,few clouds
677,Yalta,UA,44.5,34.1667,78.62,78,20,1.99,few clouds
678,Pangnirtung,CA,66.1451,-65.7125,51.8,82,90,18.41,light rain
679,Hagersville,CA,42.9668,-80.0497,82.71,38,3,3.02,clear sky
680,Zion,US,42.4461,-87.8328,84.92,49,40,9.22,haze
681,Fuyang,CN,32.9,115.8167,77.41,96,0,6.02,light rain
682,Beroroha,MG,-21.6667,45.1667,71.06,54,13,13.53,few clouds
683,Miguel Hidalgo,MX,19.4225,-99.2028,69.73,61,40,3.0,scattered clouds
684,Palaikastron,GR,35.2,26.25,83.08,58,0,14.74,clear sky
685,Villarrica,PY,-25.75,-56.4333,77.27,28,55,4.72,broken clouds
686,Banda,IN,25.4833,80.3333,79.79,81,100,9.44,overcast clouds
687,Sal Rei,CV,16.1833,-22.9167,79.36,100,90,10.36,light intensity drizzle
688,Daytona Beach,US,29.2108,-81.0228,87.3,69,75,4.61,broken clouds
689,Hualmay,PE,-11.0964,-77.6139,68.83,72,43,7.54,scattered clouds
690,Itarema,BR,-2.9248,-39.9167,85.89,56,35,15.95,scattered clouds
691,Uvira,CD,-3.4067,29.1458,77.83,63,62,3.4,broken clouds
692,Katangli,RU,51.7102,143.2326,51.96,97,100,19.37,heavy intensity rain
693,Bonthe,SL,7.5264,-12.505,81.16,72,85,11.43,overcast clouds
694,Road Town,VG,18.4167,-64.6167,87.89,84,40,8.05,scattered clouds
695,Katsuura,JP,35.1333,140.3,77.14,87,8,2.53,clear sky
696,Dryden,CA,49.7833,-92.7503,82.69,42,40,17.27,scattered clouds
697,Vredendal,ZA,-31.6683,18.5012,53.69,85,17,4.34,few clouds
698,Vila,PT,42.0304,-8.1588,72.73,65,10,6.51,clear sky
699,Kushiro,JP,42.975,144.3747,68.67,99,83,0.94,broken clouds
700,Salalah,OM,17.0151,54.0924,80.69,89,75,6.91,broken clouds
701,Rapar,IN,23.5667,70.6333,82.98,70,83,16.42,broken clouds
702,Morant Bay,JM,17.8815,-76.4093,90.63,64,98,11.07,overcast clouds
703,Laranjeiras Do Sul,BR,-25.4078,-52.4161,70.81,29,23,1.54,few clouds
704,Jumla,NP,29.2747,82.1838,63.81,94,100,2.64,overcast clouds
705,Shache,CN,38.4167,77.2406,79.74,26,79,0.47,broken clouds
706,Zima,RU,53.9202,102.0442,58.82,87,44,2.59,scattered clouds
707,Pathein,MM,16.7833,94.7333,78.46,90,100,8.37,overcast clouds
708,Japura,ID,-0.3167,102.35,74.97,94,93,2.28,overcast clouds
